Length Units,meter,,,,,,,
length Units,X(m),Y(m),Z(m),VX(m/s),VY(m/s),VZ(m/s),(1) 속도 크기 - m/s,
2971 ,879 ,-682 ,0 ,1 ,9 ,0 ,9 ,
2972 ,899 ,-682 ,0 ,1 ,9 ,0 ,9 ,
2973 ,920 ,-682 ,0 ,1 ,9 ,0 ,9 ,
2974 ,940 ,-682 ,0 ,1 ,9 ,0 ,9 ,
2975 ,960 ,-682 ,0 ,1 ,9 ,0 ,9 ,
2976 ,980 ,-682 ,0 ,1 ,9 ,0 ,9 ,
2977 ,1001 ,-682 ,0 ,1 ,9 ,0 ,9 ,
2978 ,1021 ,-682 ,0 ,1 ,9 ,0 ,9 ,
2979 ,1041 ,-682 ,0 ,1 ,9 ,0 ,9 ,
2980 ,1061 ,-682 ,0 ,1 ,9 ,0 ,9 ,
2981 ,1081 ,-682 ,0 ,1 ,8 ,0 ,8 ,
2982 ,1102 ,-682 ,0 ,1 ,8 ,0 ,8 ,
2983 ,1122 ,-682 ,0 ,1 ,8 ,0 ,8 ,
2984 ,1142 ,-682 ,0 ,1 ,7 ,0 ,7 ,
2985 ,1162 ,-682 ,0 ,1 ,6 ,0 ,6 ,
2986 ,1183 ,-682 ,0 ,1 ,5 ,0 ,5 ,
2987 ,1203 ,-682 ,0 ,1 ,5 ,0 ,5 ,
2988 ,1223 ,-682 ,0 ,1 ,5 ,0 ,5 ,
2989 ,1243 ,-682 ,0 ,1 ,5 ,0 ,5 ,
2990 ,1264 ,-682 ,0 ,1 ,6 ,0 ,6 ,
2991 ,1284 ,-682 ,0 ,1 ,7 ,0 ,7 ,
2992 ,1304 ,-682 ,0 ,2 ,9 ,1 ,9 ,
2993 ,1324 ,-682 ,0 ,1 ,11 ,2 ,11 ,
2994 ,1345 ,-682 ,0 ,1 ,12 ,2 ,13 ,
2995 ,1365 ,-682 ,0 ,1 ,13 ,2 ,13 ,
2996 ,1385 ,-682 ,0 ,0 ,13 ,1 ,13 ,
2997 ,1405 ,-682 ,0 ,0 ,13 ,1 ,13 ,
2998 ,-214 ,-662 ,0 ,0 ,14 ,1 ,14 ,
2999 ,-194 ,-662 ,0 ,0 ,14 ,1 ,15 ,
3000 ,-173 ,-662 ,0 ,0 ,15 ,1 ,15 ,
3001 ,-153 ,-662 ,0 ,-1 ,15 ,1 ,15 ,
3002 ,-133 ,-662 ,0 ,-1 ,15 ,1 ,15 ,
3003 ,-113 ,-662 ,0 ,-1 ,14 ,1 ,14 ,
3004 ,-92 ,-662 ,0 ,-1 ,14 ,2 ,14 ,
3005 ,-72 ,-662 ,0 ,-2 ,13 ,2 ,13 ,
3006 ,-52 ,-662 ,0 ,-2 ,11 ,2 ,12 ,
3007 ,-32 ,-662 ,0 ,-2 ,9 ,2 ,10 ,
3008 ,-11 ,-662 ,0 ,-3 ,7 ,2 ,8 ,
3009 ,9 ,-662 ,0 ,-3 ,6 ,1 ,7 ,
3010 ,29 ,-662 ,0 ,-2 ,7 ,0 ,7 ,
3011 ,49 ,-662 ,0 ,-2 ,7 ,0 ,8 ,
3012 ,70 ,-662 ,0 ,-2 ,8 ,0 ,8 ,
3013 ,90 ,-662 ,0 ,-2 ,8 ,0 ,8 ,
3014 ,110 ,-662 ,0 ,-2 ,8 ,0 ,8 ,
3015 ,130 ,-662 ,0 ,-2 ,8 ,0 ,9 ,
3016 ,150 ,-662 ,0 ,-2 ,8 ,0 ,9 ,
3017 ,171 ,-662 ,0 ,-2 ,8 ,0 ,9 ,
3018 ,191 ,-662 ,0 ,-2 ,8 ,0 ,9 ,
3019 ,211 ,-662 ,0 ,-2 ,8 ,0 ,9 ,
3020 ,231 ,-662 ,0 ,-2 ,8 ,0 ,8 ,
3021 ,252 ,-662 ,0 ,-2 ,8 ,0 ,8 ,
3022 ,272 ,-662 ,0 ,-2 ,8 ,0 ,9 ,
3023 ,292 ,-662 ,0 ,-2 ,9 ,0 ,9 ,
3024 ,312 ,-662 ,0 ,-2 ,9 ,0 ,9 ,
3025 ,333 ,-662 ,0 ,-2 ,9 ,0 ,10 ,
3026 ,353 ,-662 ,0 ,-2 ,9 ,0 ,10 ,
3027 ,373 ,-662 ,0 ,-2 ,10 ,0 ,10 ,
3028 ,393 ,-662 ,0 ,-2 ,10 ,0 ,10 ,
3029 ,414 ,-662 ,0 ,-1 ,9 ,0 ,9 ,
3030 ,434 ,-662 ,0 ,-1 ,9 ,0 ,9 ,
3031 ,454 ,-662 ,0 ,-1 ,9 ,0 ,9 ,
3032 ,474 ,-662 ,0 ,-1 ,9 ,0 ,9 ,
3033 ,495 ,-662 ,0 ,-1 ,9 ,0 ,9 ,
3034 ,515 ,-662 ,0 ,-1 ,9 ,0 ,9 ,
3035 ,535 ,-662 ,0 ,0 ,10 ,0 ,10 ,
3036 ,555 ,-662 ,0 ,0 ,10 ,0 ,10 ,
3037 ,575 ,-662 ,0 ,0 ,10 ,0 ,10 ,
3038 ,596 ,-662 ,0 ,0 ,10 ,0 ,10 ,
3039 ,616 ,-662 ,0 ,0 ,9 ,0 ,9 ,
3040 ,636 ,-662 ,0 ,0 ,9 ,0 ,9 ,
3041 ,656 ,-662 ,0 ,0 ,8 ,0 ,8 ,
3042 ,677 ,-662 ,0 ,0 ,7 ,0 ,7 ,
3043 ,697 ,-662 ,0 ,0 ,8 ,0 ,8 ,
3044 ,717 ,-662 ,0 ,0 ,9 ,0 ,9 ,
3045 ,737 ,-662 ,0 ,0 ,9 ,0 ,9 ,
3046 ,758 ,-662 ,0 ,0 ,10 ,0 ,10 ,
3047 ,778 ,-662 ,0 ,0 ,10 ,0 ,10 ,
3048 ,798 ,-662 ,0 ,0 ,10 ,0 ,10 ,
3049 ,818 ,-662 ,0 ,0 ,9 ,0 ,9 ,
3050 ,839 ,-662 ,0 ,1 ,9 ,0 ,9 ,
3051 ,859 ,-662 ,0 ,1 ,9 ,0 ,9 ,
3052 ,879 ,-662 ,0 ,1 ,9 ,0 ,9 ,
3053 ,899 ,-662 ,0 ,1 ,9 ,0 ,9 ,
3054 ,920 ,-662 ,0 ,1 ,9 ,0 ,9 ,
3055 ,940 ,-662 ,0 ,1 ,9 ,0 ,9 ,
3056 ,960 ,-662 ,0 ,1 ,9 ,0 ,9 ,
3057 ,980 ,-662 ,0 ,1 ,9 ,0 ,9 ,
3058 ,1001 ,-662 ,0 ,1 ,9 ,0 ,9 ,
3059 ,1021 ,-662 ,0 ,1 ,9 ,0 ,9 ,
3060 ,1041 ,-662 ,0 ,1 ,9 ,0 ,9 ,
3061 ,1061 ,-662 ,0 ,1 ,9 ,0 ,9 ,
3062 ,1081 ,-662 ,0 ,1 ,8 ,0 ,8 ,
3063 ,1102 ,-662 ,0 ,1 ,8 ,0 ,8 ,
3064 ,1122 ,-662 ,0 ,1 ,8 ,0 ,8 ,
3065 ,1142 ,-662 ,0 ,1 ,7 ,0 ,7 ,
3066 ,1162 ,-662 ,0 ,1 ,6 ,0 ,6 ,
3067 ,1183 ,-662 ,0 ,1 ,5 ,0 ,5 ,
3068 ,1203 ,-662 ,0 ,1 ,5 ,0 ,5 ,
3069 ,1223 ,-662 ,0 ,1 ,5 ,0 ,5 ,
3070 ,1243 ,-662 ,0 ,1 ,5 ,0 ,5 ,
3071 ,1264 ,-662 ,0 ,1 ,6 ,0 ,6 ,
3072 ,1284 ,-662 ,0 ,1 ,7 ,1 ,7 ,
3073 ,1304 ,-662 ,0 ,1 ,9 ,2 ,9 ,
3074 ,1324 ,-662 ,0 ,1 ,11 ,2 ,11 ,
3075 ,1345 ,-662 ,0 ,1 ,12 ,2 ,13 ,
3076 ,1365 ,-662 ,0 ,1 ,13 ,2 ,13 ,
3077 ,1385 ,-662 ,0 ,0 ,13 ,1 ,13 ,
3078 ,1405 ,-662 ,0 ,0 ,13 ,1 ,13 ,
3079 ,-214 ,-641 ,0 ,0 ,14 ,1 ,14 ,
3080 ,-194 ,-641 ,0 ,0 ,15 ,1 ,15 ,
3081 ,-173 ,-641 ,0 ,0 ,15 ,1 ,15 ,
3082 ,-153 ,-641 ,0 ,-1 ,15 ,1 ,15 ,
3083 ,-133 ,-641 ,0 ,-1 ,15 ,1 ,15 ,
3084 ,-113 ,-641 ,0 ,-1 ,14 ,1 ,14 ,
3085 ,-92 ,-641 ,0 ,-1 ,14 ,2 ,14 ,
3086 ,-72 ,-641 ,0 ,-2 ,13 ,2 ,13 ,
3087 ,-52 ,-641 ,0 ,-2 ,11 ,2 ,12 ,
3088 ,-32 ,-641 ,0 ,-2 ,9 ,2 ,9 ,
3089 ,-11 ,-641 ,0 ,-2 ,7 ,1 ,8 ,
3090 ,9 ,-641 ,0 ,-3 ,7 ,1 ,7 ,
3091 ,29 ,-641 ,0 ,-2 ,7 ,0 ,7 ,
3092 ,49 ,-641 ,0 ,-2 ,7 ,0 ,8 ,
3093 ,70 ,-641 ,0 ,-2 ,8 ,0 ,8 ,
3094 ,90 ,-641 ,0 ,-2 ,8 ,0 ,8 ,
3095 ,110 ,-641 ,0 ,-2 ,8 ,0 ,8 ,
3096 ,130 ,-641 ,0 ,-2 ,8 ,0 ,9 ,
3097 ,150 ,-641 ,0 ,-2 ,8 ,0 ,9 ,
3098 ,171 ,-641 ,0 ,-2 ,8 ,0 ,9 ,
3099 ,191 ,-641 ,0 ,-2 ,8 ,0 ,9 ,
3100 ,211 ,-641 ,0 ,-2 ,8 ,0 ,8 ,
3101 ,231 ,-641 ,0 ,-2 ,8 ,0 ,8 ,
3102 ,252 ,-641 ,0 ,-2 ,8 ,0 ,8 ,
3103 ,272 ,-641 ,0 ,-2 ,8 ,0 ,9 ,
3104 ,292 ,-641 ,0 ,-2 ,9 ,0 ,9 ,
3105 ,312 ,-641 ,0 ,-2 ,9 ,0 ,9 ,
3106 ,333 ,-641 ,0 ,-2 ,9 ,0 ,10 ,
3107 ,353 ,-641 ,0 ,-2 ,9 ,0 ,10 ,
3108 ,373 ,-641 ,0 ,-2 ,9 ,0 ,10 ,
3109 ,393 ,-641 ,0 ,-2 ,9 ,0 ,9 ,
3110 ,414 ,-641 ,0 ,-2 ,8 ,0 ,9 ,
3111 ,434 ,-641 ,0 ,-1 ,8 ,-1 ,8 ,
3112 ,454 ,-641 ,0 ,-1 ,9 ,0 ,9 ,
3113 ,474 ,-641 ,0 ,-1 ,9 ,0 ,9 ,
3114 ,495 ,-641 ,0 ,-1 ,9 ,0 ,9 ,
3115 ,515 ,-641 ,0 ,0 ,9 ,0 ,9 ,
3116 ,535 ,-641 ,0 ,0 ,10 ,0 ,10 ,
3117 ,555 ,-641 ,0 ,0 ,10 ,0 ,10 ,
3118 ,575 ,-641 ,0 ,0 ,10 ,0 ,10 ,
3119 ,596 ,-641 ,0 ,0 ,10 ,0 ,10 ,
3120 ,616 ,-641 ,0 ,0 ,9 ,0 ,9 ,
3121 ,636 ,-641 ,0 ,0 ,9 ,0 ,9 ,
3122 ,656 ,-641 ,0 ,0 ,8 ,0 ,8 ,
3123 ,677 ,-641 ,0 ,0 ,8 ,0 ,8 ,
3124 ,697 ,-641 ,0 ,0 ,8 ,0 ,8 ,
3125 ,717 ,-641 ,0 ,0 ,9 ,0 ,9 ,
3126 ,737 ,-641 ,0 ,0 ,9 ,0 ,9 ,
3127 ,758 ,-641 ,0 ,0 ,10 ,0 ,10 ,
3128 ,778 ,-641 ,0 ,0 ,10 ,0 ,10 ,
3129 ,798 ,-641 ,0 ,0 ,10 ,0 ,10 ,
3130 ,818 ,-641 ,0 ,0 ,9 ,0 ,9 ,
3131 ,839 ,-641 ,0 ,1 ,9 ,0 ,9 ,
3132 ,859 ,-641 ,0 ,1 ,9 ,0 ,9 ,
3133 ,879 ,-641 ,0 ,1 ,9 ,0 ,9 ,
3134 ,899 ,-641 ,0 ,1 ,9 ,0 ,9 ,
3135 ,920 ,-641 ,0 ,1 ,9 ,0 ,9 ,
3136 ,940 ,-641 ,0 ,1 ,9 ,0 ,9 ,
3137 ,960 ,-641 ,0 ,1 ,9 ,0 ,9 ,
3138 ,980 ,-641 ,0 ,1 ,9 ,0 ,9 ,
3139 ,1001 ,-641 ,0 ,1 ,9 ,0 ,9 ,
3140 ,1021 ,-641 ,0 ,1 ,9 ,0 ,9 ,
3141 ,1041 ,-641 ,0 ,1 ,9 ,0 ,9 ,
3142 ,1061 ,-641 ,0 ,1 ,9 ,0 ,9 ,
3143 ,1081 ,-641 ,0 ,1 ,8 ,0 ,8 ,
3144 ,1102 ,-641 ,0 ,1 ,8 ,0 ,8 ,
3145 ,1122 ,-641 ,0 ,1 ,8 ,0 ,8 ,
3146 ,1142 ,-641 ,0 ,1 ,7 ,0 ,7 ,
3147 ,1162 ,-641 ,0 ,1 ,6 ,0 ,6 ,
3148 ,1183 ,-641 ,0 ,1 ,5 ,0 ,5 ,
3149 ,1203 ,-641 ,0 ,1 ,5 ,0 ,5 ,
3150 ,1223 ,-641 ,0 ,1 ,5 ,0 ,5 ,
3151 ,1243 ,-641 ,0 ,1 ,5 ,0 ,5 ,
3152 ,1264 ,-641 ,0 ,1 ,6 ,1 ,6 ,
3153 ,1284 ,-641 ,0 ,1 ,7 ,2 ,7 ,
3154 ,1304 ,-641 ,0 ,1 ,8 ,2 ,9 ,
3155 ,1324 ,-641 ,0 ,1 ,11 ,2 ,11 ,
3156 ,1345 ,-641 ,0 ,1 ,12 ,2 ,12 ,
3157 ,1365 ,-641 ,0 ,1 ,13 ,2 ,13 ,
3158 ,1385 ,-641 ,0 ,0 ,13 ,1 ,13 ,
3159 ,1405 ,-641 ,0 ,0 ,13 ,1 ,13 ,
3160 ,-214 ,-621 ,0 ,0 ,14 ,1 ,14 ,
3161 ,-194 ,-621 ,0 ,0 ,15 ,1 ,15 ,
3162 ,-173 ,-621 ,0 ,0 ,15 ,1 ,15 ,
3163 ,-153 ,-621 ,0 ,-1 ,15 ,1 ,15 ,
3164 ,-133 ,-621 ,0 ,-1 ,15 ,1 ,15 ,
3165 ,-113 ,-621 ,0 ,-1 ,14 ,1 ,14 ,
3166 ,-92 ,-621 ,0 ,-1 ,14 ,2 ,14 ,
3167 ,-72 ,-621 ,0 ,-2 ,13 ,2 ,13 ,
3168 ,-52 ,-621 ,0 ,-2 ,11 ,2 ,11 ,
3169 ,-32 ,-621 ,0 ,-2 ,9 ,2 ,9 ,
3170 ,-11 ,-621 ,0 ,-2 ,7 ,2 ,8 ,
3171 ,9 ,-621 ,0 ,-3 ,7 ,1 ,7 ,
3172 ,29 ,-621 ,0 ,-2 ,7 ,0 ,7 ,
3173 ,49 ,-621 ,0 ,-2 ,7 ,0 ,8 ,
3174 ,70 ,-621 ,0 ,-2 ,8 ,0 ,8 ,
3175 ,90 ,-621 ,0 ,-2 ,8 ,0 ,8 ,
3176 ,110 ,-621 ,0 ,-2 ,8 ,0 ,9 ,
3177 ,130 ,-621 ,0 ,-2 ,8 ,0 ,9 ,
3178 ,150 ,-621 ,0 ,-2 ,8 ,0 ,9 ,
3179 ,171 ,-621 ,0 ,-2 ,8 ,0 ,9 ,
3180 ,191 ,-621 ,0 ,-2 ,8 ,0 ,9 ,
3181 ,211 ,-621 ,0 ,-2 ,8 ,0 ,8 ,
3182 ,231 ,-621 ,0 ,-2 ,8 ,0 ,8 ,
3183 ,252 ,-621 ,0 ,-2 ,8 ,0 ,8 ,
3184 ,272 ,-621 ,0 ,-2 ,9 ,0 ,9 ,
3185 ,292 ,-621 ,0 ,-2 ,9 ,0 ,9 ,
3186 ,312 ,-621 ,0 ,-2 ,9 ,0 ,9 ,
3187 ,333 ,-621 ,0 ,-2 ,9 ,0 ,9 ,
3188 ,353 ,-621 ,0 ,-2 ,9 ,0 ,9 ,
3189 ,373 ,-621 ,0 ,-2 ,9 ,0 ,9 ,
3190 ,393 ,-621 ,0 ,-3 ,9 ,-1 ,9 ,
3191 ,414 ,-621 ,0 ,-2 ,7 ,-2 ,7 ,
3192 ,434 ,-621 ,0 ,0 ,7 ,-2 ,7 ,
3193 ,454 ,-621 ,0 ,0 ,8 ,-1 ,8 ,
3194 ,474 ,-621 ,0 ,0 ,9 ,0 ,9 ,
3195 ,495 ,-621 ,0 ,0 ,9 ,0 ,9 ,
3196 ,515 ,-621 ,0 ,0 ,9 ,0 ,9 ,
3197 ,535 ,-621 ,0 ,0 ,10 ,0 ,10 ,
3198 ,555 ,-621 ,0 ,0 ,10 ,0 ,10 ,
3199 ,575 ,-621 ,0 ,0 ,9 ,0 ,9 ,
3200 ,596 ,-621 ,0 ,0 ,9 ,0 ,9 ,
3201 ,616 ,-621 ,0 ,0 ,9 ,0 ,9 ,
3202 ,636 ,-621 ,0 ,0 ,9 ,0 ,9 ,
3203 ,656 ,-621 ,0 ,0 ,8 ,0 ,8 ,
3204 ,677 ,-621 ,0 ,0 ,8 ,0 ,8 ,
3205 ,697 ,-621 ,0 ,0 ,8 ,0 ,8 ,
3206 ,717 ,-621 ,0 ,0 ,9 ,0 ,9 ,
3207 ,737 ,-621 ,0 ,0 ,9 ,0 ,9 ,
3208 ,758 ,-621 ,0 ,0 ,10 ,0 ,10 ,
3209 ,778 ,-621 ,0 ,0 ,10 ,0 ,10 ,
3210 ,798 ,-621 ,0 ,0 ,9 ,0 ,9 ,
3211 ,818 ,-621 ,0 ,0 ,9 ,0 ,9 ,
3212 ,839 ,-621 ,0 ,1 ,9 ,0 ,9 ,
3213 ,859 ,-621 ,0 ,1 ,9 ,0 ,9 ,
3214 ,879 ,-621 ,0 ,1 ,8 ,0 ,8 ,
3215 ,899 ,-621 ,0 ,1 ,8 ,0 ,8 ,
3216 ,920 ,-621 ,0 ,1 ,8 ,0 ,8 ,
3217 ,940 ,-621 ,0 ,1 ,8 ,0 ,8 ,
3218 ,960 ,-621 ,0 ,1 ,9 ,0 ,9 ,
3219 ,980 ,-621 ,0 ,1 ,9 ,0 ,9 ,
3220 ,1001 ,-621 ,0 ,1 ,9 ,0 ,9 ,
3221 ,1021 ,-621 ,0 ,1 ,9 ,0 ,9 ,
3222 ,1041 ,-621 ,0 ,1 ,9 ,0 ,9 ,
3223 ,1061 ,-621 ,0 ,1 ,9 ,0 ,9 ,
3224 ,1081 ,-621 ,0 ,1 ,8 ,0 ,8 ,
3225 ,1102 ,-621 ,0 ,1 ,8 ,0 ,8 ,
3226 ,1122 ,-621 ,0 ,1 ,8 ,0 ,8 ,
3227 ,1142 ,-621 ,0 ,1 ,7 ,0 ,7 ,
3228 ,1162 ,-621 ,0 ,1 ,6 ,0 ,6 ,
3229 ,1183 ,-621 ,0 ,1 ,5 ,0 ,5 ,
3230 ,1203 ,-621 ,0 ,1 ,5 ,0 ,5 ,
3231 ,1223 ,-621 ,0 ,1 ,5 ,0 ,5 ,
3232 ,1243 ,-621 ,0 ,1 ,5 ,0 ,5 ,
3233 ,1264 ,-621 ,0 ,1 ,5 ,0 ,5 ,
3234 ,1284 ,-621 ,0 ,1 ,7 ,1 ,7 ,
3235 ,1304 ,-621 ,0 ,1 ,8 ,2 ,9 ,
3236 ,1324 ,-621 ,0 ,1 ,10 ,2 ,11 ,
3237 ,1345 ,-621 ,0 ,1 ,12 ,2 ,12 ,
3238 ,1365 ,-621 ,0 ,1 ,13 ,2 ,13 ,
3239 ,1385 ,-621 ,0 ,0 ,13 ,1 ,13 ,
3240 ,1405 ,-621 ,0 ,0 ,13 ,1 ,13 ,
3241 ,-214 ,-601 ,0 ,0 ,14 ,1 ,14 ,
3242 ,-194 ,-601 ,0 ,0 ,15 ,1 ,15 ,
3243 ,-173 ,-601 ,0 ,0 ,15 ,1 ,15 ,
3244 ,-153 ,-601 ,0 ,-1 ,15 ,1 ,15 ,
3245 ,-133 ,-601 ,0 ,-1 ,15 ,1 ,15 ,
3246 ,-113 ,-601 ,0 ,-1 ,14 ,1 ,14 ,
3247 ,-92 ,-601 ,0 ,-1 ,14 ,2 ,14 ,
3248 ,-72 ,-601 ,0 ,-1 ,13 ,2 ,13 ,
3249 ,-52 ,-601 ,0 ,-2 ,11 ,2 ,11 ,
3250 ,-32 ,-601 ,0 ,-2 ,9 ,2 ,9 ,
3251 ,-11 ,-601 ,0 ,-2 ,7 ,1 ,8 ,
3252 ,9 ,-601 ,0 ,-2 ,6 ,1 ,7 ,
3253 ,29 ,-601 ,0 ,-2 ,7 ,0 ,7 ,
3254 ,49 ,-601 ,0 ,-2 ,7 ,0 ,7 ,
3255 ,70 ,-601 ,0 ,-2 ,8 ,0 ,8 ,
3256 ,90 ,-601 ,0 ,-2 ,8 ,0 ,8 ,
3257 ,110 ,-601 ,0 ,-2 ,8 ,0 ,9 ,
3258 ,130 ,-601 ,0 ,-2 ,8 ,0 ,9 ,
3259 ,150 ,-601 ,0 ,-2 ,8 ,0 ,9 ,
3260 ,171 ,-601 ,0 ,-2 ,8 ,0 ,9 ,
3261 ,191 ,-601 ,0 ,-2 ,8 ,0 ,9 ,
3262 ,211 ,-601 ,0 ,-2 ,8 ,0 ,8 ,
3263 ,231 ,-601 ,0 ,-2 ,8 ,0 ,8 ,
3264 ,252 ,-601 ,0 ,-2 ,8 ,0 ,9 ,
3265 ,272 ,-601 ,0 ,-2 ,9 ,0 ,9 ,
3266 ,292 ,-601 ,0 ,-2 ,9 ,0 ,9 ,
3267 ,312 ,-601 ,0 ,-2 ,9 ,0 ,9 ,
3268 ,333 ,-601 ,0 ,-2 ,9 ,0 ,9 ,
3269 ,353 ,-601 ,0 ,-2 ,9 ,0 ,9 ,
3270 ,373 ,-601 ,0 ,-2 ,9 ,0 ,9 ,
3271 ,393 ,-601 ,0 ,-2 ,9 ,-1 ,9 ,
3272 ,414 ,-601 ,0 ,-1 ,4 ,1 ,4 ,
3273 ,434 ,-601 ,0 ,-1 ,5 ,1 ,5 ,
3274 ,454 ,-601 ,0 ,1 ,8 ,-1 ,8 ,
3275 ,474 ,-601 ,0 ,0 ,9 ,0 ,9 ,
3276 ,495 ,-601 ,0 ,0 ,9 ,0 ,9 ,
3277 ,515 ,-601 ,0 ,0 ,9 ,0 ,9 ,
3278 ,535 ,-601 ,0 ,0 ,9 ,0 ,9 ,
3279 ,555 ,-601 ,0 ,0 ,9 ,0 ,9 ,
3280 ,575 ,-601 ,0 ,0 ,9 ,0 ,9 ,
3281 ,596 ,-601 ,0 ,0 ,9 ,0 ,9 ,
3282 ,616 ,-601 ,0 ,0 ,9 ,0 ,9 ,
3283 ,636 ,-601 ,0 ,0 ,9 ,0 ,9 ,
3284 ,656 ,-601 ,0 ,0 ,8 ,0 ,8 ,
3285 ,677 ,-601 ,0 ,0 ,8 ,0 ,8 ,
3286 ,697 ,-601 ,0 ,0 ,8 ,0 ,8 ,
3287 ,717 ,-601 ,0 ,0 ,9 ,0 ,9 ,
3288 ,737 ,-601 ,0 ,0 ,9 ,0 ,9 ,
3289 ,758 ,-601 ,0 ,0 ,9 ,0 ,9 ,
3290 ,778 ,-601 ,0 ,0 ,9 ,0 ,9 ,
3291 ,798 ,-601 ,0 ,0 ,9 ,0 ,9 ,
3292 ,818 ,-601 ,0 ,0 ,9 ,0 ,9 ,
3293 ,839 ,-601 ,0 ,0 ,8 ,0 ,8 ,
3294 ,859 ,-601 ,0 ,1 ,8 ,0 ,8 ,
3295 ,879 ,-601 ,0 ,1 ,8 ,0 ,8 ,
3296 ,899 ,-601 ,0 ,1 ,8 ,0 ,8 ,
3297 ,920 ,-601 ,0 ,1 ,8 ,0 ,8 ,
3298 ,940 ,-601 ,0 ,1 ,8 ,0 ,8 ,
3299 ,960 ,-601 ,0 ,1 ,9 ,0 ,9 ,
3300 ,980 ,-601 ,0 ,1 ,9 ,0 ,9 ,
3301 ,1001 ,-601 ,0 ,1 ,9 ,0 ,9 ,
3302 ,1021 ,-601 ,0 ,1 ,9 ,0 ,9 ,
3303 ,1041 ,-601 ,0 ,1 ,9 ,0 ,9 ,
3304 ,1061 ,-601 ,0 ,1 ,9 ,0 ,9 ,
3305 ,1081 ,-601 ,0 ,1 ,9 ,0 ,9 ,
3306 ,1102 ,-601 ,0 ,1 ,8 ,0 ,8 ,
3307 ,1122 ,-601 ,0 ,1 ,8 ,0 ,8 ,
3308 ,1142 ,-601 ,0 ,1 ,7 ,0 ,7 ,
3309 ,1162 ,-601 ,0 ,1 ,6 ,0 ,6 ,
3310 ,1183 ,-601 ,0 ,1 ,5 ,0 ,5 ,
3311 ,1203 ,-601 ,0 ,1 ,5 ,0 ,5 ,
3312 ,1223 ,-601 ,0 ,1 ,5 ,0 ,5 ,
3313 ,1243 ,-601 ,0 ,1 ,5 ,0 ,5 ,
3314 ,1264 ,-601 ,0 ,1 ,5 ,0 ,5 ,
3315 ,1284 ,-601 ,0 ,1 ,6 ,1 ,6 ,
3316 ,1304 ,-601 ,0 ,1 ,8 ,1 ,8 ,
3317 ,1324 ,-601 ,0 ,1 ,10 ,1 ,11 ,
3318 ,1345 ,-601 ,0 ,1 ,12 ,2 ,12 ,
3319 ,1365 ,-601 ,0 ,1 ,13 ,2 ,13 ,
3320 ,1385 ,-601 ,0 ,0 ,13 ,1 ,13 ,
3321 ,1405 ,-601 ,0 ,0 ,13 ,1 ,13 ,
3322 ,-214 ,-581 ,0 ,0 ,14 ,1 ,14 ,
3323 ,-194 ,-581 ,0 ,0 ,15 ,1 ,15 ,
3324 ,-173 ,-581 ,0 ,0 ,15 ,1 ,15 ,
3325 ,-153 ,-581 ,0 ,-1 ,15 ,1 ,15 ,
3326 ,-133 ,-581 ,0 ,-1 ,15 ,1 ,15 ,
3327 ,-113 ,-581 ,0 ,-1 ,14 ,2 ,14 ,
3328 ,-92 ,-581 ,0 ,-1 ,13 ,2 ,14 ,
3329 ,-72 ,-581 ,0 ,-1 ,12 ,2 ,13 ,
3330 ,-52 ,-581 ,0 ,-2 ,11 ,2 ,11 ,
3331 ,-32 ,-581 ,0 ,-2 ,9 ,2 ,9 ,
3332 ,-11 ,-581 ,0 ,-2 ,7 ,1 ,8 ,
3333 ,9 ,-581 ,0 ,-2 ,6 ,0 ,7 ,
3334 ,29 ,-581 ,0 ,-2 ,7 ,0 ,7 ,
3335 ,49 ,-581 ,0 ,-2 ,7 ,0 ,7 ,
3336 ,70 ,-581 ,0 ,-2 ,8 ,0 ,8 ,
3337 ,90 ,-581 ,0 ,-2 ,8 ,0 ,8 ,
3338 ,110 ,-581 ,0 ,-2 ,8 ,0 ,8 ,
3339 ,130 ,-581 ,0 ,-2 ,8 ,0 ,9 ,
3340 ,150 ,-581 ,0 ,-2 ,8 ,0 ,9 ,
3341 ,171 ,-581 ,0 ,-2 ,8 ,0 ,9 ,
3342 ,191 ,-581 ,0 ,-2 ,8 ,0 ,9 ,
3343 ,211 ,-581 ,0 ,-2 ,8 ,0 ,8 ,
3344 ,231 ,-581 ,0 ,-2 ,8 ,0 ,8 ,
3345 ,252 ,-581 ,0 ,-2 ,8 ,0 ,9 ,
3346 ,272 ,-581 ,0 ,-2 ,9 ,0 ,9 ,
3347 ,292 ,-581 ,0 ,-2 ,9 ,0 ,9 ,
3348 ,312 ,-581 ,0 ,-2 ,9 ,0 ,9 ,
3349 ,333 ,-581 ,0 ,-2 ,9 ,0 ,9 ,
3350 ,353 ,-581 ,0 ,-2 ,9 ,0 ,9 ,
3351 ,373 ,-581 ,0 ,-2 ,9 ,0 ,9 ,
3352 ,393 ,-581 ,0 ,-1 ,7 ,0 ,8 ,
3353 ,414 ,-581 ,0 ,-1 ,5 ,1 ,5 ,
3354 ,434 ,-581 ,0 ,0 ,5 ,1 ,5 ,
3355 ,454 ,-581 ,0 ,0 ,8 ,-1 ,8 ,
3356 ,474 ,-581 ,0 ,0 ,9 ,0 ,9 ,
3357 ,495 ,-581 ,0 ,0 ,9 ,0 ,9 ,
3358 ,515 ,-581 ,0 ,0 ,9 ,0 ,9 ,
